api_context,name,method,path,summary,description,tags,roles,path_parameters,request_body,response_body,error_codes,route_pattern,source_file
v4_0_0,getProduct,GET,/banks/BANK_ID/products/PRODUCT_CODE,Get Bank Product,Returns information about a financial Product offered by the bank specified by BANK_ID and PRODUCT_CODE including: * Name * Code * Parent Product Code * More info URL * Description * Terms and Conditions * Description * Meta * Attributes * Fees ${userAuthenticationMessage(!getProductsIsPublic)},Product,,BANK_ID; PRODUCT_CODE,,,BankNotFound; UnknownError; ProductNotFound,"""banks"" :: BankId(bankId) :: ""products"" :: ProductCode(productCode) :: Nil",APIMethods400.scala
v4_0_0,createCustomerMessage,POST,/banks/BANK_ID/customers/CUSTOMER_ID/messages,Create Customer Message, Create a message for the customer specified by CUSTOMER_ID ${userAuthenticationMessage(true)} ,Person; Message; Customer,CreateCustomerMessage,BANK_ID; CUSTOMER_ID,,,BankNotFound,"""banks"" :: BankId(bankId) :: ""customers"" :: customerId :: ""messages"" :: Nil",APIMethods400.scala
v4_0_0,getCustomerMessages,GET,/banks/BANK_ID/customers/CUSTOMER_ID/messages,Get Customer Messages for a Customer,Get messages for the customer specified by CUSTOMER_ID ${userAuthenticationMessage(true)},Message; Customer,GetCustomerMessages,BANK_ID; CUSTOMER_ID,,,BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""customers"" :: customerId :: ""messages"" :: Nil",APIMethods400.scala
v4_0_0,createSystemAccountNotificationWebhook,POST,/web-hooks/account/notifications/on-create-transaction,Create system level Account Notification Webhook, Create a notification Webhook that will fire for all accounts on the system. $generalWebHookInfo $accountNotificationWebhookInfo ,,CreateSystemAccountNotificationWebhook,,,,,N/A,APIMethods400.scala
v4_0_0,createBankAccountNotificationWebhook,POST,/banks/BANK_ID/web-hooks/account/notifications/on-create-transaction,Create bank level Account Notification Webhook,Create a notification Webhook that will fire for all accounts on the specified Bank. $generalWebHookInfo $accountNotificationWebhookInfo ,,CreateAccountNotificationWebhookAtOneBank,BANK_ID,,,,"""banks"" :: BankId(bankId) :: ""web-hooks"" ::""account"" ::""notifications"" ::""on-create-transaction"" :: Nil",APIMethods400.scala
v4_0_0,createSystemDynamicEntity,POST,/management/system-dynamic-entities,Create System Level Dynamic Entity,"Create a system level Dynamic Entity. ${userAuthenticationMessage(true)} Create a DynamicEntity. If creation is successful, the corresponding POST, GET, PUT and DELETE (Create, Read, Update, Delete or CRUD for short) endpoints will be generated automatically The following field types are as supported: ${DynamicEntityFieldType.values.map(_.toString).mkString(""["", "", "", "", reference]"")} The ${DynamicEntityFieldType.DATE_WITH_DAY} format is: ${DynamicEntityFieldType.DATE_WITH_DAY.dateFormat} Refere",,,,,,UnknownError,"""management"" :: ""system-dynamic-entities"" :: Nil",APIMethods400.scala
v4_0_0,createBankLevelDynamicEntity,POST,/management/banks/BANK_ID/dynamic-entities,Create Bank Level Dynamic Entity,"Create a Bank Level DynamicEntity. ${userAuthenticationMessage(true)} Create a DynamicEntity. If creation is successful, the corresponding POST, GET, PUT and DELETE (Create, Read, Update, Delete or CRUD for short) endpoints will be generated automatically The following field types are as supported: ${DynamicEntityFieldType.values.map(_.toString).mkString(""["", "", "", "", reference]"")} The ${DynamicEntityFieldType.DATE_WITH_DAY} format is: ${DynamicEntityFieldType.DATE_WITH_DAY.dateFormat} Reference",,,BANK_ID,,,BankNotFound; UnknownError,N/A,APIMethods400.scala
v4_0_0,updateSystemDynamicEntity,PUT,/management/system-dynamic-entities/DYNAMIC_ENTITY_ID,Update System Level Dynamic Entity,"Update a System Level Dynamic Entity. ${userAuthenticationMessage(true)} Update one DynamicEntity, after update finished, the corresponding CRUD endpoints will be changed. The following field types are as supported: ${DynamicEntityFieldType.values.map(_.toString).mkString(""["", "", "", "", reference]"")} ${DynamicEntityFieldType.DATE_WITH_DAY} format: ${DynamicEntityFieldType.DATE_WITH_DAY.dateFormat} Reference types are like foreign keys and composite foreign keys are supported. The value you need t",ManageDynamicEntity; Api,UpdateSystemDynamicEntity,DYNAMIC_ENTITY_ID,,,DynamicEntityNotFound; UnknownError,"""management"" :: ""system-dynamic-entities"" :: dynamicEntityId :: Nil",APIMethods400.scala
v4_0_0,updateBankLevelDynamicEntity,PUT,/management/banks/BANK_ID/dynamic-entities/DYNAMIC_ENTITY_ID,Update Bank Level Dynamic Entity,"Update a Bank Level DynamicEntity. ${userAuthenticationMessage(true)} Update one DynamicEntity, after update finished, the corresponding CRUD endpoints will be changed. The following field types are as supported: ${DynamicEntityFieldType.values.map(_.toString).mkString(""["", "", "", "", reference]"")} ${DynamicEntityFieldType.DATE_WITH_DAY} format: ${DynamicEntityFieldType.DATE_WITH_DAY.dateFormat} Reference types are like foreign keys and composite foreign keys are supported. The value you need to s",ManageDynamicEntity; Api,UpdateBankLevelDynamicEntity,BANK_ID; DYNAMIC_ENTITY_ID,,,BankNotFound; UnknownError,"""management"" :: ""banks"" :: bankId :: ""dynamic-entities"" :: dynamicEntityId :: Nil",APIMethods400.scala
v4_0_0,updateMyDynamicEntity,PUT,/my/dynamic-entities/DYNAMIC_ENTITY_ID,Update My Dynamic Entity,"Update my DynamicEntity. ${userAuthenticationMessage(true)} Update one of my DynamicEntity, after update finished, the corresponding CRUD endpoints will be changed. Current support filed types as follow: ${DynamicEntityFieldType.values.map(_.toString).mkString(""["", "", "", "", reference]"")} ${DynamicEntityFieldType.DATE_WITH_DAY} format: ${DynamicEntityFieldType.DATE_WITH_DAY.dateFormat} Reference types are like foreign keys and composite foreign keys are supported. The value you need to supply as ",ManageDynamicEntity; Api,,DYNAMIC_ENTITY_ID,,,DynamicEntityNotFound; UnknownError,"""my"" :: ""dynamic-entities"" :: dynamicEntityId :: Nil",APIMethods400.scala
v5_0_0,getBank,GET,/banks/BANK_ID,Get Bank,Get the bank specified by BANK_ID Returns information about a single bank specified by BANK_ID including: * Bank code and full name of bank * Logo URL * Website,,,BANK_ID,createBankJSON500,,BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: Nil",APIMethods500.scala
v5_0_0,createBank,POST,/banks,Create Bank,"Create a new bank (Authenticated access). The user creating this will be automatically assigned the Role CanCreateEntitlementAtOneBank. Thus the User can manage the bank they create and assign Roles to other Users. Only SANDBOX mode The settlement accounts are created specified by the bank in the POST body. Name and account id are created in accordance to the next rules: - Incoming account (name: Default incoming settlement account, Account ID: OBP_DEFAULT_INCOMING_ACCOUNT_ID, currency: EUR) - O",Bank,CreateBank,,,,UnknownError,"case ""banks"" :: Nil JsonPost",APIMethods500.scala
v5_0_0,updateBank,PUT,/banks,Update Bank,Update an existing bank (Authenticated access). ,Bank,CreateBank,,,,BankNotFound; updateBankError; UnknownError,"case ""banks"" :: Nil JsonPut",APIMethods500.scala
v5_0_0,createAccount,PUT,/banks/BANK_ID/accounts/ACCOUNT_ID,Create Account (PUT),"Create Account at bank specified by BANK_ID with Id specified by ACCOUNT_ID. The User can create an Account for themself - or - the User that has the USER_ID specified in the POST body. If the PUT body USER_ID *is* specified, the logged in user must have the Role canCreateAccount. Once created, the Account will be owned by the User specified by USER_ID. If the PUT body USER_ID is *not* specified, the account will be owned by the logged in User. The 'product_code' field SHOULD be a product_code f",Account; Onboarding,CreateAccount,BANK_ID; ACCOUNT_ID,,,UserNotFound; BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: Nil",APIMethods500.scala
v5_0_0,createUserAuthContext,POST,/users/USER_ID/auth-context,Create User Auth Context,Create User Auth Context. These key value pairs will be propagated over connector to adapter. Normally used for mapping OBP user and Bank User/Customer. ${userAuthenticationMessage(true)} ,User,CreateUserAuthContext,USER_ID,,,CreateUserAuthContextError; UnknownError,"""users"" :: userId ::""auth-context"" :: Nil",APIMethods500.scala
v5_0_0,getUserAuthContexts,GET,/users/USER_ID/auth-context,Get User Auth Contexts,Get User Auth Contexts for a User. ${userAuthenticationMessage(true)} ,User,,USER_ID,,,UnknownError,"""users"" :: userId :: ""auth-context"" :: Nil",APIMethods500.scala
v5_0_0,createUserAuthContextUpdateRequest,POST,/banks/BANK_ID/users/current/auth-context-updates/SCA_METHOD,Create User Auth Context Update Request,"Create User Auth Context Update Request. ${userAuthenticationMessage(true)} A One Time Password (OTP) (AKA security challenge) is sent Out of Band (OOB) to the User via the transport defined in SCA_METHOD SCA_METHOD is typically ""SMS"" or ""EMAIL"". ""EMAIL"" is used for testing purposes. ",User,,BANK_ID; SCA_METHOD,,,BankNotFound; UnknownError; CreateUserAuthContextError,"""banks"" :: BankId(bankId) :: ""users"" :: ""current"" ::""auth-context-updates"" :: scaMethod :: Nil",APIMethods500.scala
v5_0_0,answerUserAuthContextUpdateChallenge,POST,/banks/BANK_ID/users/current/auth-context-updates/AUTH_CONTEXT_UPDATE_ID/challenge,Answer User Auth Context Update Challenge, Answer User Auth Context Update Challenge. ,,,BANK_ID; AUTH_CONTEXT_UPDATE_ID,,,,"""banks"" :: BankId(bankId) :: ""users"" :: ""current"" ::""auth-context-updates""  :: authContextUpdateId :: ""challenge"" :: Nil",APIMethods500.scala
v5_0_0,createConsentRequest,POST,/consumer/consent-requests,Create Consent Request," Client Authentication (mandatory) It is used when applications request an access token to access their own resources, not on behalf of a user. The client needs to authenticate themselves for this request. In case of public client we use client_id and private key to obtain access token, otherwise we use client_id and client_secret. The obtained access token is used in the HTTP Bearer auth header of our request. Example: Authorization: Bearer eXtneO-THbQtn3zvK_kQtXXfvOZyZFdBCItlPDbR2Bk.dOWqtXCtFX",,,,,,,"""consumer"" :: ""consent-requests"" :: Nil",APIMethods500.scala
v5_0_0,getConsentRequest,GET,/consumer/consent-requests/CONSENT_REQUEST_ID,Get Consent Request,,,,CONSENT_REQUEST_ID,,,X509GeneralError; ConsentRequestNotFound; UnknownError,"""consumer"" :: ""consent-requests"" :: consentRequestId :: Nil",APIMethods500.scala
v5_0_0,getConsentByConsentRequestId,GET,/consumer/consent-requests/CONSENT_REQUEST_ID/consents,Get Consent By Consent Request Id via Consumer, This endpoint gets the Consent By consent request id. ${userAuthenticationMessage(true)} ,Psd2; Consent; PSD2AIS,,CONSENT_REQUEST_ID,,,UnknownError,"""consumer"" :: ""consent-requests"" :: consentRequestId :: ""consents"" :: Nil",APIMethods500.scala
v5_0_0,createConsentByConsentRequestIdEmail,POST,/consumer/consent-requests/CONSENT_REQUEST_ID/EMAIL/consents,Create Consent By CONSENT_REQUEST_ID (EMAIL), This endpoint continues the process of creating a Consent. It starts the SCA flow which changes the status of the consent from INITIATED to ACCEPTED or REJECTED. Please note that the Consent cannot elevate the privileges of the logged in user. ,,,CONSENT_REQUEST_ID; EMAIL,,,,N/A,APIMethods500.scala
v5_0_0,createConsentByConsentRequestIdSms,POST,/consumer/consent-requests/CONSENT_REQUEST_ID/SMS/consents,Create Consent By CONSENT_REQUEST_ID (SMS), This endpoint continues the process of creating a Consent. It starts the SCA flow which changes the status of the consent from INITIATED to ACCEPTED or REJECTED. Please note that the Consent you are creating cannot exceed the entitlements that the User creating this consents already has. ,,,CONSENT_REQUEST_ID; SMS,,,,N/A,APIMethods500.scala
v5_0_0,createConsentByConsentRequestIdImplicit,POST,/consumer/consent-requests/CONSENT_REQUEST_ID/IMPLICIT/consents,Create Consent By CONSENT_REQUEST_ID (IMPLICIT), This endpoint continues the process of creating a Consent. It starts the SCA flow which changes the status of the consent from INITIATED to ACCEPTED or REJECTED. Please note that the Consent cannot elevate the privileges logged in user already have. ,,,CONSENT_REQUEST_ID; IMPLICIT,,,,N/A,APIMethods500.scala
v5_0_0,createCustomer,POST,/banks/BANK_ID/customers,Create Customer," The Customer resource stores the customer number (which is set by the backend), legal name, email, phone number, their date of birth, relationship status, education attained, a url for a profile image, KYC status etc. Dates need to be in the format 2013-01-21T23:08:00Z Note: If you need to set a specific customer number, use the Update Customer Number endpoint after this call. ${userAuthenticationMessage(true)} ",Person; Customer,CreateCustomer; CreateCustomerAtAnyBank,BANK_ID,,,UserNotFound; BankNotFound; CreateConsumerError; UnknownError,"""banks"" :: BankId(bankId) :: ""customers"" :: Nil",APIMethods500.scala
v5_0_0,getCustomerOverview,POST,/banks/BANK_ID/customers/customer-number-query/overview,Get Customer Overview,Gets the Customer Overview specified by customer_number and bank_code. ${userAuthenticationMessage(true)} ,Customer; Kyc,GetCustomerOverview,BANK_ID,,,UserCustomerLinksNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""customers"" :: ""customer-number-query"" :: ""overview"" :: Nil",APIMethods500.scala
v5_0_0,getCustomerOverviewFlat,POST,/banks/BANK_ID/customers/customer-number-query/overview-flat,Get Customer Overview Flat,Gets the Customer Overview Flat specified by customer_number and bank_code. ${userAuthenticationMessage(true)} ,Customer; Kyc,GetCustomerOverviewFlat,BANK_ID,,,UserCustomerLinksNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""customers"" :: ""customer-number-query"" :: ""overview-flat"" :: Nil",APIMethods500.scala
v5_0_0,getMyCustomersAtAnyBank,GET,/my/customers,Get My Customers,Gets all Customers that are linked to me. Authentication via OAuth is required.,Customer; User,,,customerJSONs,customerJSONs,UserCustomerLinksNotFound; UnknownError,"""my"" :: ""customers"" :: Nil",APIMethods500.scala
v5_0_0,getMyCustomersAtBank,GET,/banks/BANK_ID/my/customers,Get My Customers at Bank,Returns a list of Customers at the Bank that are linked to the currently authenticated User. ${userAuthenticationMessage(true)},Customer,,BANK_ID,customerJSONs,customerJSONs,BankNotFound; UserCustomerLinksNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""my"" :: ""customers"" :: Nil",APIMethods500.scala
v5_0_0,getCustomersAtOneBank,GET,/banks/BANK_ID/customers,Get Customers at Bank,Get Customers at Bank. ${userAuthenticationMessage(true)} ,Customer; User,GetCustomers,BANK_ID,,,UserCustomerLinksNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""customers"" :: Nil",APIMethods500.scala
v5_0_0,getCustomersMinimalAtOneBank,GET,/banks/BANK_ID/customers-minimal,Get Customers Minimal at Bank,Get Customers Minimal at Bank. ,Customer; User,GetCustomersMinimal,BANK_ID,,,UserCustomerLinksNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""customers-minimal"" :: Nil",APIMethods500.scala
v5_0_0,createProduct,PUT,/banks/BANK_ID/products/PRODUCT_CODE,Create Product,Create or Update Product for the Bank. Typical Super Family values / Asset classes are: Debt Equity FX Commodity Derivative $productHiearchyAndCollectionNote ${userAuthenticationMessage(true) } ,Product,CreateProductAtAnyBank; CreateProduct,BANK_ID; PRODUCT_CODE,,,BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""products"" :: ProductCode(productCode) :: Nil",APIMethods500.scala
v5_0_0,addCardForBank,POST,/management/banks/BANK_ID/cards,Create Card,Create Card at bank specified by BANK_ID . ${userAuthenticationMessage(true)} ,Card,CreateCardsForBank,BANK_ID,,,BankNotFound; UnknownError,"""management"" :: ""banks"" :: BankId(bankId) :: ""cards"" :: Nil",APIMethods500.scala
v5_0_0,getViewsForBankAccount,GET,/banks/BANK_ID/accounts/ACCOUNT_ID/views,Get Views for Account,"#Views Views in Open Bank Project provide a mechanism for fine grained access control and delegation to Accounts and Transactions. Account holders use the 'owner' view by default. Delegated access is made through other views for example 'accountants', 'share-holders' or 'tagging-application'. Views can be created via the API and each view has a list of entitlements. Views on accounts and transactions filter the underlying data to redact certain fields for certain users. For instance the balance ",,,BANK_ID; ACCOUNT_ID,,,,"""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: ""views"" :: Nil",APIMethods500.scala
v5_0_0,getMetricsAtBank,GET,/management/metrics/banks/BANK_ID,Get Metrics at Bank,Get the all metrics at the Bank specified by BANK_ID require CanReadMetrics role Filters Part 1.*filtering* (no wilde cards etc.) parameters to GET /management/metrics Should be able to filter on the following metrics fields eg: /management/metrics?from_date=$DateWithMsExampleString&to_date=$DateWithMsExampleString&limit=50&offset=2 1 from_date (defaults to one week before current date): eg:from_date=$DateWithMsExampleString 2 to_date (defaults to current date) eg:to_date=$DateWithMsExampleStrin,,,BANK_ID,,,,"""management"" :: ""metrics"" :: ""banks"" :: bankId :: Nil",APIMethods500.scala
v5_0_0,getSystemViewsIds,GET,/system-views-ids,Get Ids of System Views,Get Ids of System Views ${userAuthenticationMessage(true)} ,SystemView,GetSystemView,,,,BankNotFound; UnknownError,"case ""system-views-ids"" :: Nil JsonGet",APIMethods500.scala
v5_0_0,createSystemView,POST,/system-views,Create System View,"Create a system view ${userAuthenticationMessage(true)} and the user needs to have access to the $canCreateSystemView entitlement. The 'allowed_actions' field is a list containing the names of the actions allowed through this view. All the actions contained in the list will be set to `true` on the view creation, the rest will be set to `false`. The 'alias' field in the JSON can take one of three values: * _public_: to use the public alias if there is one specified for the other account. * _priva",SystemView,CreateSystemView,,,,UnknownError,"case ""system-views"" :: Nil JsonPost",APIMethods500.scala
v5_0_0,updateSystemView,PUT,/system-views/VIEW_ID,Update System View,"Update an existing view on a bank account ${userAuthenticationMessage(true)} and the user needs to have access to the owner view. The json sent is the same as during view creation (above), with one difference: the 'name' field of a view is not editable (it is only set when a view is created)",SystemView,UpdateSystemView,VIEW_ID,UpdateViewJSON,,BankAccountNotFound; UnknownError,"""system-views"" :: viewId :: Nil",APIMethods500.scala
v5_0_0,createCustomerAccountLink,POST,/banks/BANK_ID/customer-account-links,Create Customer Account Link,Link a Customer to a Account ${userAuthenticationMessage(true)} ,Account; Customer,CreateCustomerAccountLink,BANK_ID,,,BankNotFound; BankAccountNotFound; CustomerNotFound; UnknownError; CreateCustomerAccountLinkError,"""banks"" :: BankId(bankId):: ""customer-account-links"" :: Nil",APIMethods500.scala
v5_0_0,getCustomerAccountLinksByCustomerId,GET,/banks/BANK_ID/customers/CUSTOMER_ID/customer-account-links,Get Customer Account Links by CUSTOMER_ID,Get Customer Account Links by CUSTOMER_ID ${userAuthenticationMessage(true)} ,Customer,GetCustomerAccountLinks,BANK_ID; CUSTOMER_ID,,,CustomerNotFound; BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""customers"" :: customerId :: ""customer-account-links"" :: Nil",APIMethods500.scala
v5_0_0,getCustomerAccountLinksByBankIdAccountId,GET,/banks/BANK_ID/accounts/ACCOUNT_ID/customer-account-links,Get Customer Account Links by ACCOUNT_ID,Get Customer Account Links by ACCOUNT_ID ${userAuthenticationMessage(true)} ,Customer,GetCustomerAccountLinks,BANK_ID; ACCOUNT_ID,,,BankNotFound; BankAccountNotFound; UnknownError,"""banks"" :: bankId :: ""accounts"" :: accountId :: ""customer-account-links"" :: Nil",APIMethods500.scala
v5_0_0,getCustomerAccountLinkById,GET,/banks/BANK_ID/customer-account-links/CUSTOMER_ACCOUNT_LINK_ID,Get Customer Account Link by Id,Get Customer Account Link by CUSTOMER_ACCOUNT_LINK_ID ${userAuthenticationMessage(true)} ,Customer,GetCustomerAccountLink,BANK_ID; CUSTOMER_ACCOUNT_LINK_ID,,,BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""customer-account-links"" :: customerAccountLinkId :: Nil",APIMethods500.scala
v5_0_0,updateCustomerAccountLinkById,PUT,/banks/BANK_ID/customer-account-links/CUSTOMER_ACCOUNT_LINK_ID,Update Customer Account Link by Id,Update Customer Account Link by CUSTOMER_ACCOUNT_LINK_ID ${userAuthenticationMessage(true)} ,Customer,UpdateCustomerAccountLink,BANK_ID; CUSTOMER_ACCOUNT_LINK_ID,,,BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""customer-account-links"" :: customerAccountLinkId :: Nil",APIMethods500.scala
v5_0_0,deleteCustomerAccountLinkById,DELETE,/banks/BANK_ID/customer-account-links/CUSTOMER_ACCOUNT_LINK_ID,Delete Customer Account Link,Delete Customer Account Link by CUSTOMER_ACCOUNT_LINK_ID ${userAuthenticationMessage(true)} ,Customer,DeleteCustomerAccountLink,BANK_ID; CUSTOMER_ACCOUNT_LINK_ID,,,BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""customer-account-links"" :: customerAccountLinkId :: Nil",APIMethods500.scala
v5_0_0,getAdapterInfo,GET,/adapter,Get Adapter Info,Get basic information about the Adapter. ${userAuthenticationMessage(true)} ,Api,GetAdapterInfo,,,,UnknownError,"case ""adapter"" :: Nil JsonGet",APIMethods500.scala
v5_1_0,root,GET,/root,Get API Info (root),Returns information about: * API version * Hosted by information * Hosted at information * Energy source information * Git Commit,,,,getApiInfoJSON,,UnknownError,"""ui"" :: ""suggested-session-timeout"" :: Nil",APIMethods510.scala
v5_1_0,suggestedSessionTimeout,GET,/ui/suggested-session-timeout,Get Suggested Session Timeout,Returns information about: * Suggested session timeout in case of a user inactivity,Api,,,,,UnknownError,"""ui"" :: ""suggested-session-timeout"" :: Nil",APIMethods510.scala
v5_1_0,regulatedEntities,GET,/regulated-entities,Get Regulated Entities,Returns information about: * Regulated Entities,,,,,,UnknownError,"""regulated-entities"" :: regulatedEntityId :: Nil",APIMethods510.scala
v5_1_0,getRegulatedEntityById,GET,/regulated-entities/REGULATED_ENTITY_ID,Get Regulated Entity,Get Regulated Entity By REGULATED_ENTITY_ID,Api; Directory,CreateRegulatedEntity,REGULATED_ENTITY_ID,,,UnknownError,"""regulated-entities"" :: regulatedEntityId :: Nil",APIMethods510.scala
v5_1_0,createRegulatedEntity,POST,/regulated-entities,Create Regulated Entity,Create Regulated Entity ${userAuthenticationMessage(true)} ,Api; Directory,CreateRegulatedEntity,,,,UnknownError,"case ""regulated-entities"" :: Nil JsonPost",APIMethods510.scala
v5_1_0,deleteRegulatedEntity,DELETE,/regulated-entities/REGULATED_ENTITY_ID,Delete Regulated Entity,Delete Regulated Entity specified by REGULATED_ENTITY_ID ${userAuthenticationMessage(true)} ,Api; Directory,DeleteRegulatedEntity,REGULATED_ENTITY_ID,,,UnknownError,"""regulated-entities"" :: regulatedEntityId :: Nil",APIMethods510.scala
v5_1_0,waitingForGodot,GET,/waiting-for-godot,Waiting For Godot,"Waiting For Godot Uses query parameter ""sleep"" in milliseconds. For instance: .../waiting-for-godot?sleep=50 means postpone response in 50 milliseconds. ",,,,,,UnknownError,"case ""waiting-for-godot"" :: Nil JsonGet",APIMethods510.scala
v5_1_0,getAllApiCollections,GET,/management/api-collections,Get All API Collections,Get All API Collections. ${userAuthenticationMessage(true)} ,ApiCollection,,,,,UnknownError,"""management"" :: ""api-collections"" :: Nil",APIMethods510.scala
v5_1_0,createAgent,POST,/banks/BANK_ID/agents,Create Agent, ${userAuthenticationMessage(true)} ,Person; Customer,,BANK_ID,,,BankNotFound; CreateAgentError; UnknownError,"""banks"" :: BankId(bankId) :: ""agents"" :: Nil",APIMethods510.scala
v5_1_0,updateAgentStatus,PUT,/banks/BANK_ID/agents/AGENT_ID,Update Agent status, ${userAuthenticationMessage(true)} ,Person; Customer,,BANK_ID; AGENT_ID,,,AgentNotFound; BankNotFound; AgentAccountLinkNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""agents""  :: agentId :: Nil",APIMethods510.scala
v5_1_0,getAgent,GET,/banks/BANK_ID/agents/AGENT_ID,Get Agent,Get Agent. ${userAuthenticationMessage(true)} ,Account,,BANK_ID; AGENT_ID,,,AgentNotFound; BankNotFound; AgentAccountLinkNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""agents"" :: agentId :: Nil",APIMethods510.scala
v5_1_0,createNonPersonalUserAttribute,POST,/users/USER_ID/non-personal/attributes,Create Non Personal User Attribute,"Create Non Personal User Attribute The type field must be one of ""STRING"", ""INTEGER"", ""DOUBLE"" or DATE_WITH_DAY"" ${userAuthenticationMessage(true)} ",User,CreateNonPersonalUserAttribute,USER_ID,,,UnknownError,"""users"" :: userId ::""non-personal"":: ""attributes"" :: Nil",APIMethods510.scala
v5_1_0,deleteNonPersonalUserAttribute,DELETE,/users/USER_ID/non-personal/attributes/USER_ATTRIBUTE_ID,Delete Non Personal User Attribute,Delete the Non Personal User Attribute specified by ENTITLEMENT_REQUEST_ID for a user specified by USER_ID ${userAuthenticationMessage(true)} ,User,DeleteNonPersonalUserAttribute,USER_ID; USER_ATTRIBUTE_ID,,,UnknownError,"""users"" :: userId :: ""non-personal"" :: ""attributes"" :: userAttributeId :: Nil",APIMethods510.scala
v5_1_0,getNonPersonalUserAttributes,GET,/users/USER_ID/non-personal/attributes,Get Non Personal User Attributes,Get Non Personal User Attribute for a user specified by USER_ID ${userAuthenticationMessage(true)} ,User,GetNonPersonalUserAttributes,USER_ID,,,UnknownError,"""users"" :: userId :: ""non-personal"" ::""attributes"" :: Nil",APIMethods510.scala
v5_1_0,syncExternalUser,POST,/users/PROVIDER/PROVIDER_ID/sync,Sync User,"The endpoint is used to create or sync an OBP User with User from an external identity provider. PROVIDER is the host of the provider e.g. a Keycloak Host. PROVIDER_ID is the unique identifier for the User at the PROVIDER. At the end of the process, a User will exist in OBP with the Account Access records defined by the CBS. ${userAuthenticationMessage(true)} ",User,SyncUser,PROVIDER; PROVIDER_ID,,,UnknownError,"""users"" :: provider :: providerId :: ""sync"" :: Nil",APIMethods510.scala
v5_1_0,getAccountsHeldByUserAtBank,GET,/users/USER_ID/banks/BANK_ID/accounts-held,Get Accounts Held By User,"Get Accounts held by the User if even the User has not been assigned the owner View yet. Can be used to onboard the account to the API - since all other account and transaction endpoints require views to be assigned. ${accountTypeFilterText(""/users/USER_ID/banks/BANK_ID/accounts-held"")} ",Account,GetAccountsHeldAtOneBank; GetAccountsHeldAtAnyBank,BANK_ID; USER_ID,createCoreAccountsByCoreAccountsJSON,,UserNotFound; BankNotFound; UnknownError,"""users"" :: userId :: ""banks"" :: BankId(bankId) :: ""accounts-held"" :: Nil",APIMethods510.scala
v5_1_0,getAccountsHeldByUser,GET,/users/USER_ID/accounts-held,Get Accounts Held By User,"Get Accounts held by the User if even the User has not been assigned the owner View yet. Can be used to onboard the account to the API - since all other account and transaction endpoints require views to be assigned. ${accountTypeFilterText(""/users/USER_ID/accounts-held"")} ",Account,GetAccountsHeldAtAnyBank,USER_ID,createCoreAccountsByCoreAccountsJSON,,UserNotFound; BankNotFound; UnknownError,"""users"" :: userId :: ""accounts-held"" :: Nil",APIMethods510.scala
v5_1_0,getEntitlementsAndPermissions,GET,/users/USER_ID/entitlements-and-permissions,Get Entitlements and Permissions for a User, ,Entitlement; Role; User,GetEntitlementsForAnyUserAtAnyBank,USER_ID,createUserInfoJSON,,UserNotFound; UnknownError,"""users"" :: userId :: ""entitlements-and-permissions"" :: Nil",APIMethods510.scala
v5_1_0,customViewNamesCheck,GET,/management/system/integrity/custom-view-names-check,Check Custom View Names,Check custom view names. ${userAuthenticationMessage(true)} ,SystemIntegrity,,,,,UnknownError,"""management"" :: ""system"" :: ""integrity"" :: ""custom-view-names-check"" :: Nil",APIMethods510.scala
v5_1_0,systemViewNamesCheck,GET,/management/system/integrity/system-view-names-check,Check System View Names,Check system view names. ${userAuthenticationMessage(true)} ,SystemIntegrity,,,,,UnknownError,"""management"" :: ""system"" :: ""integrity"" :: ""system-view-names-check"" :: Nil",APIMethods510.scala
v5_1_0,accountAccessUniqueIndexCheck,GET,/management/system/integrity/account-access-unique-index-1-check,Check Unique Index at Account Access,Check unique index at account access table. ${userAuthenticationMessage(true)} ,SystemIntegrity,,,,,UnknownError,"""management"" :: ""system"" :: ""integrity"" :: ""account-access-unique-index-1-check"" :: Nil",APIMethods510.scala
v5_1_0,accountCurrencyCheck,GET,/management/system/integrity/banks/BANK_ID/account-currency-check,Check for Sensible Currencies,Check for sensible currencies at Bank Account model ${userAuthenticationMessage(true)} ,SystemIntegrity,,BANK_ID,,,UnknownError,"""management"" :: ""system"" :: ""integrity""  :: ""banks"" :: BankId(bankId) :: ""account-currency-check"" :: Nil",APIMethods510.scala
